iso3,year,educ_tertiary
MIC,1987,8.54238033294678
MKD,1987,20.4034004211426
MLI,1987,0.755959987640381
MMR,1987,6.56204986572266
MNG,1987,22.600549697876
MOZ,1987,0.223600000143051
MRT,1987,3.11893010139465
MUS,1987,1.40630996227264
MWI,1987,0.440259993076325
MYS,1987,7.50098991394043
NER,1987,0.501569986343384
NGA,1987,3.47396993637085
NIC,1987,7.05286979675293
NPL,1987,4.70386981964111
OMN,1987,1.6473400592804
OSS,1987,7.38477993011475
PAK,1987,2.77641010284424
PAN,1987,23.1174201965332
PER,1987,27.0959091186523
PHL,1987,21.4912796020508
PRE,1987,2.66790008544922
PRY,1987,8.49324035644531
PSS,1987,4.2595100402832
QAT,1987,16.9779796600342
RUS,1987,56.2717399597168
RWA,1987,0.362390011548996
SAU,1987,15.3935804367065
SOM,1987,2.41033005714417
SSA,1987,2.74144005775452
SSF,1987,2.74095988273621
SST,1987,6.89273977279663
SUR,1987,7.21634006500244
SWZ,1987,3.68916988372803
SYR,1987,16.7907009124756
TEA,1987,5.4640998840332
TGO,1987,1.91431999206543
TSS,1987,2.74095988273621
TTO,1987,5.82119989395142
TUN,1987,5.06817007064819
TUR,1987,9.41248989105225
TZA,1987,0.321339994668961
UGA,1987,0.847249984741211
UMC,1987,8.52945995330811
USA,1987,64.0167388916016
VCT,1987,6.69699001312256
VEN,1987,23.5750999450684
VIR,1987,28.9863300323486
WLD,1987,13.0459604263306
ZMB,1987,1.95634996891022
AFE,1988,3.01823997497559
AFW,1988,2.65233993530273
AGO,1988,0.581809997558594
ALB,1988,7.46460008621216
ARB,1988,13.7320003509522
ARM,1988,19.5468807220459
BDI,1988,0.727800011634827
BEN,1988,2.01651000976562
BFA,1988,0.659489989280701
BGD,1988,3.86227011680603
BHR,1988,10.3946304321289
BHS,1988,18.4946308135986
BLR,1988,47.8894996643066
CAF,1988,1.08144998550415
CHN,1988,3.09079003334045
CMR,1988,2.63007998466492
COD,1988,1.69459998607635
COG,1988,5.57554006576538
CSS,1988,6.70971012115479
CUB,1988,22.0718593597412
DZA,1988,8.63753986358643
EAP,1988,5.0896201133728
EAR,1988,8.15447044372559
EAS,1988,7.26129007339478
EGY,1988,17.4128704071045
ETH,1988,0.740779995918274
FCS,1988,8.73254013061523
GAB,1988,5.40330982208252
GIN,1988,1.10450005531311
GUY,1988,4.35447978973389
HND,1988,9.84447956085205
HPC,1988,2.53682994842529
IBD,1988,8.78166961669922
IBT,1988,7.88896989822388
IDA,1988,3.72187995910644
IDB,1988,4.12769985198975
IDN,1988,6.79020977020264
IDX,1988,3.49155998229981
IND,1988,5.52787017822266
IRQ,1988,10.8700103759766
ISL,1988,21.3212394714356
JOR,1988,17.7075805664062
KAZ,1988,38.471118927002
KGZ,1988,27.5675601959229
KNA,1988,4.72363996505737
KWT,1988,15.2921104431152
LAO,1988,1.33229994773865
LCA,1988,2.4047999382019
LDC,1988,2.66613006591797
LIC,1988,5.24444007873535
LMC,1988,5.62760019302368
LMY,1988,7.86077976226807
LSO,1988,1.47160995006561
LTE,1988,8.52429008483887
MAR,1988,9.29786968231201
MDG,1988,3.42288994789123
MEA,1988,11.1396799087524
MIC,1988,8.03194046020508
MKD,1988,19.7819404602051
MMR,1988,5.57742977142334
MNG,1988,22.2750205993652
MRT,1988,3.02064990997314
MUS,1988,1.93630003929138
MWI,1988,0.412779986858368
MYS,1988,7.47221994400024
NGA,1988,3.82961988449097
NPL,1988,5.25470018386841
OMN,1988,2.38621997833252
OSS,1988,5.52370977401733
PAK,1988,3.14146995544434
PAN,1988,21.0622901916504
PER,1988,28.6017208099365
PHL,1988,22.8345203399658
PRE,1988,2.79390001296997
PRY,1988,8.43583965301514
PSS,1988,4.55140018463135
QAT,1988,16.4944305419922
RUS,1988,54.9752197265625
RWA,1988,0.400249987840653
SLE,1988,1.61062002182007
SLV,1988,14.5330400466919
SSA,1988,2.87733006477356
SSF,1988,2.87684011459351
SST,1988,5.76652002334595
SUR,1988,7.90398979187012
SWZ,1988,4.42677021026611
SYR,1988,18.1158409118652
TEA,1988,4.73126983642578
TGO,1988,2.10569000244141
THA,1988,14.9723901748657
TJK,1988,20.3705101013184
TKM,1988,11.6655302047729
TSS,1988,2.87684011459351
TTO,1988,5.73892021179199
TUN,1988,5.37071990966797
TUR,1988,9.76490020751953
UGA,1988,0.921400010585785
UKR,1988,48.8078002929688
UMC,1988,7.85821008682251
USA,1988,66.8240585327148
UZB,1988,15.7634696960449
VEN,1988,24.520809173584
WLD,1988,12.9720602035522
ZAF,1988,10.5210103988647
ZMB,1988,2.15345001220703
AFE,1989,3.1723198890686
AFW,1989,2.77177000045776
AGO,1989,0.5659099817276
ALB,1989,7.76358985900879
ARB,1989,9.67932987213135
ARM,1989,20.9915599822998
ASM,1989,19.6201190948486
BDI,1989,0.726930022239685
BEN,1989,2.15107011795044
BFA,1989,0.737389981746674
BGD,1989,3.81795001029968
BLR,1989,48.534610748291
BRB,1989,18.0888195037842
CAF,1989,1.18874001502991
CHN,1989,3.01722002029419
CMR,1989,2.60480999946594
COD,1989,1.91014003753662
COG,1989,4.61790990829468
CSS,1989,7.07566022872925
CUB,1989,21.2313804626465
DMA,1989,0.850109994411469
EAP,1989,5.87879991531372
EAR,1989,8.01064014434814
EAS,1989,8.02836990356445
EGY,1989,14.7737302780151
ETH,1989,0.758679986000061
FCS,1989,8.79240989685059
FJI,1989,4.64109992980957
GAB,1989,5.1715898513794
GIN,1989,1.13118994235992
GNB,1989,0.500339984893799
HND,1989,9.7524299621582
HPC,1989,2.53938007354736
IBD,1989,9.29485034942627
IBT,1989,8.29928016662598
IDA,1989,3.73446989059448
IDB,1989,4.194739818573
IDN,1989,7.84708976745605
IDX,1989,3.47477006912231
IND,1989,5.74145984649658
IRQ,1989,12.0530796051025
ISL,1989,22.7128295898438
JAM,1989,5.17812013626099
JOR,1989,19.7054004669189
KAZ,1989,38.1324081420898
KEN,1989,1.38805997371674
KGZ,1989,27.1174907684326
KHM,1989,0.649360001087189
KWT,1989,15.4398097991943
LDC,1989,2.67232990264893
LIC,1989,5.1811900138855
LMC,1989,5.7936601638794
LMY,1989,8.21374988555908
LSO,1989,1.44327998161316
LTE,1989,9.14400959014893
MAR,1989,9.93111991882324
MDG,1989,3.35433006286621
MEA,1989,8.5864896774292
MIC,1989,8.41475963592529
MKD,1989,18.6075191497803
MLI,1989,0.601670026779175
MMR,1989,5.4843897819519
MNG,1989,20.3775196075439
MRT,1989,3.13382005691528
MUS,1989,2.06077003479004
MWI,1989,0.433979988098144
MYS,1989,6.66064977645874
NER,1989,0.542150020599365
NGA,1989,4.0863299369812
NPL,1989,5.50629997253418
OMN,1989,2.96789002418518
OSS,1989,5.70371007919312
PAN,1989,20.3271598815918
PER,1989,29.6706600189209
PHL,1989,24.4366798400879
PRE,1989,2.91318011283875
PRY,1989,8.34115028381348
PSS,1989,4.82097005844116
QAT,1989,17.2535991668701
RUS,1989,53.5481414794922
RWA,1989,0.459250003099441
SAU,1989,15.0839900970459
SLE,1989,1.48410999774933
SLV,1989,15.1189403533935
SSA,1989,3.01804995536804
SSF,1989,3.01756000518799
SST,1989,5.99501991271973
SUR,1989,8.75041007995605
SYR,1989,17.166259765625
TCD,1989,0.574559986591339
TEA,1989,5.536789894104
TGO,1989,2.13784003257752
TJK,1989,20.2736797332764
TKM,1989,11.310830116272
TSS,1989,3.01756000518799
TTO,1989,6.58445978164673
TUN,1989,6.6363000869751
TUR,1989,10.6391000747681
TZA,1989,0.256680011749268
UGA,1989,0.924139976501465
UKR,1989,45.8054618835449
UMC,1989,8.47537994384766
URY,1989,29.2518100738525
USA,1989,68.5826797485352
UZB,1989,15.9843902587891
VEN,1989,25.8283996582031
VNM,1989,2.97109007835388
WLD,1989,13.3386201858521
ZAF,1989,11.3259296417236
ZMB,1989,2.03008008003235
ZWE,1989,6.10327005386353
AFE,1990,3.19349002838135
AFG,1990,2.21519994735718
AFW,1990,2.87589001655579
AGO,1990,0.594919979572296
ALB,1990,8.0117301940918
ARB,1990,9.73840045928955
ARM,1990,22.0238304138184
BDI,1990,0.681379973888397
BEN,1990,1.9679399728775
BFA,1990,0.744490027427673
BGD,1990,4.3600001335144
BLR,1990,48.9211387634277
BRB,1990,18.1553592681885
CAF,1990,1.32114005088806
CHN,1990,3.00202989578247
CMR,1990,2.95227003097534
COD,1990,2.01207995414734
COG,1990,4.57369995117188
COM,1990,0.617150008678436
CSS,1990,7.63067007064819
CUB,1990,20.6704692840576
DZA,1990,10.0710496902466
EAP,1990,5.20879983901978
EAR,1990,8.21088027954102
EAS,1990,7.48769998550415
EGY,1990,13.5156497955322
ETH,1990,0.787320017814636
FCS,1990,8.82411003112793
GAB,1990,5.09427976608276
GIN,1990,1.04196000099182
GUY,1990,5.64598989486694
HND,1990,9.24248027801514
HPC,1990,2.55408000946045
IBD,1990,9.07730960845947
IBT,1990,8.12067031860352
IDA,1990,3.81779003143311
IDB,1990,4.26107978820801
IDN,1990,8.29506015777588
IDX,1990,3.56413006782532
IND,1990,5.93025016784668
ISL,1990,25.3219699859619
JOR,1990,19.6618995666504
KAZ,1990,37.2998504638672
KGZ,1990,26.2876701354981
KHM,1990,0.685980021953583
KWT,1990,12.6500101089478
LAO,1990,1.11591994762421
LBY,1990,11.2165002822876
LDC,1990,2.76378011703491
LIC,1990,5.11652994155884
LMC,1990,5.90819978713989
LMY,1990,8.02661037445068
LSO,1990,1.20950996875763
LTE,1990,8.55105972290039
MAR,1990,10.6727600097656
MDG,1990,3.23319005966186
MEA,1990,8.68671989440918
MIC,1990,8.22194004058838
MKD,1990,17.0110492706299
MLI,1990,0.615209996700287
MMR,1990,5.35702991485596
MNG,1990,18.5528602600098
MRT,1990,3.07737994194031
MUS,1990,3.39674997329712
MWI,1990,0.516950011253357
MYS,1990,7.25777006149292
NER,1990,0.630980014801025
NIC,1990,7.32009983062744
NPL,1990,4.94331979751587
OMN,1990,3.60879993438721
OSS,1990,6.02519989013672
PAK,1990,2.87730002403259
PAN,1990,20.9681491851807
PER,1990,29.8857402801514
PHL,1990,23.2742691040039
PRE,1990,2.98382997512817
PRY,1990,8.72241020202637
PSS,1990,6.1402997970581
QAT,1990,17.9684505462646
RUS,1990,52.3742599487305
RWA,1990,0.576889991760254
SAU,1990,16.3262596130371
SLE,1990,1.40813994407654
SLV,1990,14.6922903060913
SSA,1990,3.07101011276245
SSF,1990,3.07052993774414
SST,1990,6.44184017181396
SUR,1990,9.56165981292725
SWZ,1990,3.92527008056641
SYR,1990,17.3862705230713
TEA,1990,4.8690299987793
TGO,1990,2.16568994522095
THA,1990,15.9281196594238
TJK,1990,21.2453308105469
TKM,1990,11.7992095947266
TSS,1990,3.07052993774414
TUN,1990,7.63667011260986
TUR,1990,12.0200004577637
UGA,1990,1.05559003353119
UKR,1990,46.6147499084473
UMC,1990,8.05681037902832
URY,1990,30.11083984375
USA,1990,71.4957275390625
UZB,1990,16.854549407959
VCT,1990,6.06251001358032
VEN,1990,26.8769798278809
VNM,1990,3.05396008491516
WLD,1990,13.307559967041
ZAF,1990,11.43630027771
ZMB,1990,2.08488011360169
ZWE,1990,5.23507022857666
AFE,1991,3.32539010047913
AFW,1991,2.97762989997864
AGO,1991,0.60505998134613
ALB,1991,8.63831043243408
ARB,1991,9.47113037109375
ARG,1991,38.3296699523926
ARM,1991,23.5778503417969
BDI,1991,0.755699992179871
BEN,1991,2.25591993331909
BFA,1991,0.695360004901886
BHR,1991,16.2764205932617
BLR,1991,47.9793395996094
BRB,1991,28.3673095703125
BWA,1991,4.35687017440796
CAF,1991,1.43098998069763
CHN,1991,2.88314008712769
CMR,1991,3.23773002624512
COD,1991,2.3406400680542
COG,1991,4.54329013824463
CSS,1991,8.56671047210693
CUB,1991,20.8748302459717
DJI,1991,0.0
DMA,1991,5.67882013320923
DZA,1991,10.8018398284912
EAP,1991,5.82052993774414
EAR,1991,8.46541023254395
EAS,1991,8.1414098739624
EGY,1991,11.1729497909546
ETH,1991,0.776000022888184
FCS,1991,8.74586963653564
FJI,1991,10.7947301864624
GEO,1991,37.0881996154785
GHA,1991,0.910929977893829
GIN,1991,0.905399978160858
GNQ,1991,1.39267003536224
HND,1991,9.16545009613037
HPC,1991,2.61220002174377
IBD,1991,9.4219799041748
IBT,1991,8.38817024230957
IDA,1991,3.82239007949829
IDB,1991,4.17679977416992
IDN,1991,8.55126953125
IDX,1991,3.61227989196777
IND,1991,6.00928020477295
ISL,1991,25.3714694976807
JAM,1991,6.82577991485596
JOR,1991,19.5192108154297
KAZ,1991,36.3714981079102
KGZ,1991,24.8964099884033
KHM,1991,0.82029002904892
LDC,1991,2.82580995559692
LIC,1991,5.05625009536743
LMC,1991,5.98908996582031
LMY,1991,8.31497001647949
LSO,1991,1.24198997020721
LTE,1991,8.89568996429443
MAR,1991,10.5482597351074
MDG,1991,3.00562000274658
MEA,1991,8.4927396774292
MIC,1991,8.53505039215088
MKD,1991,15.4305000305176
MLI,1991,0.595889985561371
MNG,1991,16.260929107666
MRT,1991,2.74047994613648
MUS,1991,4.01713991165161
MWI,1991,0.53711998462677
MYS,1991,8.06015014648438
NAM,1991,2.84932994842529
NIC,1991,7.24826002120972
NPL,1991,5.65020990371704
OMN,1991,3.75335001945496
OSS,1991,6.10103988647461
PAN,1991,22.7339706420898
PER,1991,31.3302307128906
PHL,1991,25.9223308563232
PRE,1991,3.05075001716614
PSS,1991,7.41555023193359
QAT,1991,17.2565193176269
RUS,1991,50.4663314819336
SAU,1991,17.2099800109863
SLE,1991,1.24685001373291
SLV,1991,16.1209907531738
SSA,1991,3.19103002548218
SSF,1991,3.19055008888245
SST,1991,6.81321001052856
SWZ,1991,3.75163006782532
SYR,1991,17.3162403106689
TEA,1991,5.50631999969482
TGO,1991,2.39435005187988
TJK,1991,21.2790393829346
TKM,1991,21.0249099731445
TSS,1991,3.19055008888245
TTO,1991,6.57351016998291
TUN,1991,8.36275959014893
TUR,1991,12.9068098068237
TZA,1991,0.33186000585556
UGA,1991,1.23331999778748
UKR,1991,45.6067581176758
UMC,1991,8.62090015411377
URY,1991,30.7541999816894
USA,1991,72.8127975463867
UZB,1991,17.0046997070312
VEN,1991,27.4910392761231
VIR,1991,29.536470413208
VNM,1991,2.04989004135132
WLD,1991,13.5430002212524
ZAF,1991,11.8450698852539
ZWE,1991,5.29875993728638
AFE,1992,3.44453001022339
AFW,1992,3.11690998077393
AGO,1992,0.573329985141754
ALB,1992,9.12522029876709
ARB,1992,10.0868196487427
ARM,1992,22.9340400695801
BDI,1992,0.786339998245239
BEN,1992,2.13378000259399
BFA,1992,0.928770005702972
BHR,1992,17.6800899505615
BLR,1992,44.3892517089844
BRB,1992,29.5495491027832
BRN,1992,5.49680995941162
CAF,1992,1.34974002838135
CHN,1992,2.81714010238648
CIV,1992,2.47028994560242
COG,1992,4.98357009887695
COM,1992,0.555559992790222
CSS,1992,8.82328987121582
CUB,1992,19.6879501342773
DJI,1992,0.0858300030231476
DMA,1992,8.95604038238525
DZA,1992,10.945969581604
EAP,1992,5.84430980682373
EAR,1992,11.1210899353027
EAS,1992,8.27670955657959
FCS,1992,8.60334014892578
GHA,1992,1.05234003067017
GIN,1992,0.847769975662231
HND,1992,9.41639041900635
HPC,1992,2.63121008872986
IBD,1992,10.9922199249268
IBT,1992,9.62351036071777
IDA,1992,3.76781988143921
IDB,1992,4.06719017028809
IDN,1992,9.37843990325928
IDX,1992,3.58607006072998
ISL,1992,30.0962295532227
JAM,1992,6.77873992919922
JOR,1992,19.4466094970703
KAZ,1992,35.2556304931641
KGZ,1992,23.9627304077148
KHM,1992,1.07730996608734
KNA,1992,6.1207799911499
KWT,1992,16.0930099487305
LBN,1992,23.675479888916
LBY,1992,14.9024696350098
LDC,1992,2.80761003494263
LIC,1992,4.87666988372803
LMC,1992,8.46774005889893
LMY,1992,9.54493999481201
LSO,1992,2.1456298828125
LTE,1992,8.91987991333008
MAR,1992,10.2783403396606
MEA,1992,9.11003017425537
MIC,1992,9.86660003662109
MKD,1992,15.9333200454712
MLI,1992,0.759490013122559
MMR,1992,4.6560001373291
MNG,1992,14.4373903274536
MOZ,1992,0.368429988622665
MRT,1992,2.9126501083374
MWI,1992,0.540430009365082
MYS,1992,9.16376972198486
NER,1992,0.599449992179871
NIC,1992,7.94035005569458
NPL,1992,5.17172002792358
OMN,1992,4.22148990631104
OSS,1992,7.22867012023926
PAK,1992,1.96153998374939
PAN,1992,24.4285793304443
PER,1992,30.8364906311035
PHL,1992,25.0141506195068
PRE,1992,3.1136999130249
PSS,1992,7.51308012008667
PYF,1992,1.45677995681763
QAT,1992,16.9536304473877
RUS,1992,48.4463882446289
SAU,1992,17.4679698944092
SEN,1992,3.05016994476318
SSA,1992,3.31718993186951
SSF,1992,3.31670999526977
SST,1992,7.64163017272949
SWZ,1992,3.34717011451721
SYR,1992,16.5408096313477
TEA,1992,5.54217004776001
TGO,1992,2.63255000114441
TJK,1992,21.0363006591797
TSS,1992,3.31670999526977
TTO,1992,6.72268009185791
TUN,1992,9.21152973175049
TUR,1992,13.753210067749
TZA,1992,0.338530004024506
UGA,1992,1.20323002338409
UKR,1992,45.6464614868164
UMC,1992,9.20166015625
URY,1992,28.0859699249268
USA,1992,77.0626602172852
UZB,1992,16.4374408721924
VEN,1992,27.0434608459473
VIR,1992,31.2717208862305
VNM,1992,1.62644994258881
WLD,1992,14.8865699768066
YEM,1992,3.99025011062622
ZAF,1992,12.3273200988769
ZWE,1992,6.0151801109314
AFE,1993,3.58260989189148
AFW,1993,3.29299998283386
ALB,1993,11.0173997879028
ARB,1993,10.910590171814
ARM,1993,22.5643806457519
BDI,1993,0.828920006752014
BEN,1993,1.94243001937866
BFA,1993,1.0837299823761
BHR,1993,18.3249492645264
BLR,1993,43.4634819030762
BRB,1993,27.2394599914551
BRN,1993,5.81064987182617
BWA,1993,5.16587018966675
CHN,1993,2.93351006507873
CIV,1993,2.93564009666443
COG,1993,5.57453012466431
COM,1993,0.578010022640228
CSS,1993,9.07065963745117
CUB,1993,17.9483890533447
DJI,1993,0.105959996581078
DMA,1993,6.9480299949646
DZA,1993,10.8634300231934
EAP,1993,5.51512002944946
EAR,1993,10.9425001144409
EAS,1993,9.50734043121338
FCS,1993,8.52583026885986
GHA,1993,1.25375998020172
GIN,1993,1.17282998561859
GTM,1993,8.24779987335205
HND,1993,9.12376022338867
HPC,1993,2.67179989814758
IBD,1993,10.7540302276611
IBT,1993,9.40445041656494
IDA,1993,3.83015990257263
IDB,1993,4.05819988250732
IDN,1993,9.33967018127441
IDX,1993,3.69358992576599
ISL,1993,27.5019397735596
JOR,1993,19.5052795410156
KGZ,1993,22.0965995788574
KHM,1993,1.30534994602203
KNA,1993,10.4815101623535
KWT,1993,15.5384998321533
LAO,1993,1.31793999671936
LCA,1993,5.70678997039795
LDC,1993,2.92497992515564
LIC,1993,4.71951007843018
LMC,1993,8.5859203338623
LMY,1993,9.27371025085449
LSO,1993,2.27322006225586
LTE,1993,8.56987953186035
MAR,1993,10.6426095962524
MDG,1993,3.32564997673035
