DATAFLOW,REF_AREA,FREQ,MEASURE,SEX,SOC,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,SOURCE,NOTE_SOURCE,NOTE_INDICATOR,NOTE_CLASSIF,DECIMALS,UPPER_BOUND,LOWER_BOUND
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X63,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,86.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X63,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,87.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X63,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,87.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X63,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,88.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X63,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,89.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X63,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,90.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X63,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,91.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X63,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,91.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X63,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,91.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X63,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,91.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X63,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,91.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X63,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,92.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X63,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,92.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X63,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,92.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X64,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,85.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X64,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,86.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X64,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,86.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X64,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,87.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X64,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,88.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X64,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,89.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X64,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,90.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X64,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,90.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X64,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,91.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X64,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,91.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X64,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,91,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X64,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,91.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X64,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,92.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X64,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,93.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X64,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,93.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X65,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,37.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X65,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,37.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X65,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,38.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X65,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,39.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X65,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,40.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X65,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,41.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X65,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,42.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X65,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,44.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X65,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,45.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X65,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,46.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X65,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,48,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X65,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,51.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X65,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,55,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X65,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,64.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X65,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,64.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X66,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,87.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X66,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,88.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X66,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,88.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X66,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,89.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X66,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,90.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X66,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,91.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X66,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,92.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X66,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,92.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X66,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,92.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X66,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,92.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X66,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,92.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X66,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,93,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X66,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,93.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X66,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,94.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X66,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,94.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X67,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,90.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X67,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,90.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X67,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,91.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X67,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,92.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X67,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,92.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X67,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,93.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X67,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,94.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X67,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,94.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X67,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,94.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X67,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,93.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X67,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,94.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X67,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,94.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X67,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,95.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X67,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,95.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X67,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,95.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X68,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,71.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X68,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,71.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X68,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,72.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X68,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,73.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X68,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,74.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X68,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,76,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X68,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,77.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X68,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,77.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X68,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,78.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X68,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,78.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X68,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,77.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X68,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,78.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X68,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,80.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X68,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,82.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X68,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,83.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X69,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,94.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X69,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,95.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X69,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,95.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X69,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,96.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X69,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,97.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X69,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,98.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X69,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,99.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X69,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,99.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X69,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,99.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X69,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,99.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X69,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,99.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X69,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,99.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X69,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,99.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X69,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,100,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X69,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,100,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X70,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,80,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X70,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,80.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X70,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,80.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X70,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,80.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X70,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,81.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X70,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,81.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X70,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,82.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X70,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,82.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X70,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,83.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X70,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,83.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X70,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,83.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X70,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,84.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X70,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,85.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X70,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,86.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X70,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,86.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X72,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,84,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X72,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,84.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X72,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,84.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X72,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,84.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X72,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,85,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X72,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,85.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X72,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,86,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X72,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,85.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X72,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,85.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X72,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,85.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X72,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,85.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X72,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,87.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X72,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,89.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X72,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,90.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X72,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,90.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X73,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,78.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
