DATAFLOW,REF_AREA,FREQ,MEASURE,SEX,SOC,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,SOURCE,NOTE_SOURCE,NOTE_INDICATOR,NOTE_CLASSIF,DECIMALS,UPPER_BOUND,LOWER_BOUND
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),NLD,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,97.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),NLD,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),NOR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,95.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),NOR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,98.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),NOR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,99.3,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),NPL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,17,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),NPL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,16.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),NPL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,21,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),NRU,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,45.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),NRU,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,65.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),NZL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),NZL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),NZL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),NZL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),NZL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),OMN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,21.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PAK,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,9.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PAK,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,20.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PAN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,38.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PAN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,49.7,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PAN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,61,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PAN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,66.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PER,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,25.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PER,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,29.3,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PER,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,26.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PHL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,47.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PHL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,36.7,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PHL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,34.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PLW,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,93.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PNG,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,9.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PNG,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,9.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),POL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,84.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),POL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,88,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),POL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,84.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PRI,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,63.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PRI,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,58.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PRT,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,90.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PRT,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,92.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PRT,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PRY,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,31.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PRY,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,36.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PSE,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,16.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),PSE,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,16.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),QAT,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),QAT,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,4.3,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),QAT,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,4.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ROU,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,74.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ROU,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,80.3,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ROU,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,79.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),RUS,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,90.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),RUS,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,90.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),RUS,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,90.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),RUS,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,95.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),RWA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,8.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),RWA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,7.7,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SAU,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,64.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SAU,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,64,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SDN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,9.3,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SDN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,10.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SEN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,20,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SEN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,19.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SGP,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SGP,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SGP,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SLB,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,17.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SLE,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,4.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SLV,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,20.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SLV,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,22,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SLV,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,18.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SMR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,88.7,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SOM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,16.3,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SOM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,0,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SPM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SPM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SPM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,92.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SRB,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,39,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SRB,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,48,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SRB,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,65.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SSD,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,16.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SSD,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,0,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),STP,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,14.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,Social security coverage: National estimate,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),STP,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,20.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,Social security coverage: National estimate,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),STP,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,22.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,Social security coverage: National estimate,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SUR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,33.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SUR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,33.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SVK,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,92.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SVK,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,95.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SVK,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,93.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SVN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SVN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SVN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,97,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SWE,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SWE,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SWE,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SWE,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SWE,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SWZ,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,32,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SWZ,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,36.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),SYC,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,61.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TCA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,54.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TCA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,52.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TCD,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,2.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TGO,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,23.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TGO,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,38.7,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),THA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,68,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),THA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,70.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TJK,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,26.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TJK,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,29.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TJK,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,34.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TKM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,42.7,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TLS,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,22.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TON,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,22.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TON,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,28.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TTO,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,55.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TTO,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,57.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TUN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,50.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TUN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,53.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TUR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,63.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TUR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,65.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TUR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,64,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TUV,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,4.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TWN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,76.7,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TWN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,78.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TZA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,14,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),TZA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,11.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),UGA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,2.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),UGA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,2.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),UGA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,3.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),UKR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,73,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),UKR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,73,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),URY,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,94.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
